,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,IN_TREINEIRO,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q005,Q006,Q025,Q026,Q027,Q028,Q046,Q047
5172,1506500,Santa Izabel do Pará,15,PA,17,F,0.0,3,1,2,0,3,0,1,1,1,1,379.6,523.3,480.8,459.8,1,1.0,500.0,H,E,4,B,A,A,Z,F,B,D
5173,2608701,Lagoa dos Gatos,26,PE,16,F,0.0,4,1,3,0,1,1,1,1,1,1,535.0,587.9,605.3,600.9,1,1.0,540.0,F,C,4,B,A,A,Z,F,C,A
5174,1302603,Manaus,13,AM,44,F,-1.0,1,1,1,10,1,0,1,1,1,1,503.4,542.7,588.4,420.6,0,1.0,600.0,D,E,4,B,A,B,C,C,A,A
5175,2402600,Ceará-Mirim,24,RN,19,F,0.0,3,1,2,0,2,0,1,1,1,1,498.6,507.7,505.9,353.5,1,1.0,580.0,C,C,4,B,B,A,Z,F,B,A
5176,3304557,Rio de Janeiro,33,RJ,66,F,0.0,3,1,1,10,1,0,1,1,1,1,522.4,635.8,608.9,362.6,1,1.0,560.0,C,C,1,H,B,C,K,C,A,A
5177,3162401,São João da Ponte,31,MG,18,F,0.0,2,1,2,0,2,0,1,1,1,1,505.0,493.7,450.9,447.1,0,1.0,500.0,B,B,5,C,A,B,D,E,B,A
5178,1500800,Ananindeua,15,PA,21,M,0.0,3,1,1,2,1,0,1,1,1,1,414.3,467.8,498.3,388.1,1,1.0,440.0,D,E,5,C,B,C,H,D,A,A
5179,4319901,Sapiranga,43,RS,48,M,0.0,1,1,4,0,1,0,1,1,1,1,432.2,493.1,555.5,574.8,1,1.0,440.0,B,B,2,E,B,B,B,E,D,A
5180,2611101,Petrolina,26,PE,21,F,0.0,3,1,1,5,1,0,1,1,1,1,671.3,712.6,581.4,685.4,1,1.0,780.0,C,F,4,I,A,A,Z,F,A,A
5181,3166907,Serrania,31,MG,48,F,2.0,1,1,1,10,1,0,1,1,1,1,488.9,555.1,483.3,448.9,1,1.0,520.0,A,B,1,B,A,C,A,E,A,A
5182,2202752,Colônia do Gurguéia,22,PI,18,M,0.0,3,1,2,0,2,0,1,1,1,1,392.5,479.9,501.4,451.8,1,1.0,360.0,B,B,3,A,A,A,Z,F,B,A
5183,2408003,Mossoró,24,RN,25,M,0.0,4,1,1,7,1,0,1,1,1,1,585.3,609.7,519.0,709.9,0,1.0,600.0,C,E,4,H,B,C,F,D,A,B
5184,5105002,Jauru,51,MT,20,M,0.0,3,1,1,3,1,0,1,1,1,1,611.4,615.1,553.1,517.0,1,1.0,660.0,D,D,1,C,B,B,F,A,A,A
5185,2804805,Nossa Senhora do Socorro,28,SE,16,M,0.0,1,1,3,0,1,1,1,1,1,1,637.4,599.6,560.1,719.4,1,1.0,620.0,E,G,4,F,A,A,Z,F,C,D
5186,3550308,São Paulo,35,SP,22,M,0.0,2,1,1,4,1,0,1,1,1,1,524.7,525.4,593.4,633.7,0,1.0,500.0,E,E,5,G,B,C,B,E,A,A
5187,5002704,Campo Grande,50,MS,15,M,0.0,1,1,3,0,1,1,1,1,1,1,425.5,586.3,623.1,567.1,0,1.0,620.0,F,G,4,J,A,A,Z,F,C,D
5188,5300108,Brasília,53,DF,36,F,1.0,3,1,4,0,1,0,1,1,1,1,382.4,345.0,421.3,429.6,0,1.0,140.0,H,H,4,C,B,C,C,A,D,A
5189,2914802,Itabuna,29,BA,18,M,0.0,3,1,2,0,2,0,1,1,1,1,500.6,598.4,485.8,490.4,0,1.0,480.0,E,F,7,C,B,C,D,B,B,C
5190,2307700,Maranguape,23,CE,16,M,0.0,1,1,3,0,1,1,1,1,1,1,517.6,556.0,562.8,546.9,1,1.0,660.0,C,E,6,C,A,A,Z,F,C,A
5191,3202801,Itapemirim,32,ES,17,F,0.0,1,1,2,0,2,0,1,1,1,1,476.7,479.6,506.8,528.9,1,1.0,440.0,B,D,4,C,B,A,Z,F,B,A
5192,3105400,Barão de Cocais,31,MG,18,M,0.0,3,1,1,1,1,0,1,1,1,1,619.4,615.9,606.4,634.4,0,1.0,580.0,C,E,4,J,B,C,D,D,A,D
5193,3304557,Rio de Janeiro,33,RJ,16,M,0.0,3,1,3,0,1,1,1,1,1,1,560.2,602.5,602.7,680.4,0,1.0,560.0,E,E,4,H,B,A,Z,F,C,D
5194,3523107,Itaquaquecetuba,35,SP,18,F,0.0,1,1,1,1,1,0,1,1,1,1,409.2,494.4,579.9,410.3,0,1.0,600.0,D,D,4,B,B,C,F,D,A,A
5195,2908408,Conceição do Coité,29,BA,29,F,0.0,3,1,1,10,1,0,1,1,1,1,394.5,534.5,527.4,516.3,1,1.0,500.0,B,B,5,B,A,C,L,A,A,A
5196,2306702,Jaguaretama,23,CE,16,F,0.0,1,1,2,0,2,0,1,1,1,1,431.8,617.7,620.3,561.9,0,1.0,860.0,F,F,4,E,B,A,Z,F,B,A
5197,1500107,Abaetetuba,15,PA,26,F,0.0,3,1,1,5,1,0,1,1,1,1,419.8,515.4,471.7,529.0,1,1.0,620.0,B,B,4,C,A,B,A,E,A,A
5198,4314407,Pelotas,43,RS,19,F,0.0,1,1,1,2,1,0,1,1,1,1,420.0,573.9,539.1,540.6,1,1.0,580.0,B,C,6,H,A,C,D,C,A,A
5199,3122306,Divinópolis,31,MG,19,F,0.0,5,1,1,2,1,0,1,1,1,1,535.8,623.1,609.4,385.1,0,1.0,740.0,B,E,3,C,B,B,B,B,A,A
5200,2901155,América Dourada,29,BA,19,F,-1.0,3,1,2,0,2,0,1,1,1,1,410.0,503.0,466.4,367.3,0,1.0,460.0,A,A,2,B,B,A,Z,F,B,A
5201,3170107,Uberaba,31,MG,18,M,0.0,1,2,2,0,2,0,1,1,1,1,425.4,499.0,496.7,403.5,0,1.0,620.0,E,E,4,I,B,A,Z,F,B,A
5202,3154606,Ribeirão das Neves,31,MG,20,M,0.0,3,2,2,0,2,0,1,1,1,1,398.4,502.2,547.3,423.0,1,1.0,280.0,D,C,10,D,A,B,F,D,B,A
5203,3555406,Ubatuba,35,SP,17,F,0.0,1,1,2,0,2,0,1,1,1,1,381.2,485.9,383.0,388.3,0,1.0,440.0,D,D,4,F,B,A,Z,F,B,A
5204,2408102,Natal,24,RN,26,M,-1.0,3,1,1,5,1,0,1,1,1,1,411.6,420.4,344.9,603.0,0,1.0,420.0,A,E,2,D,A,C,E,E,A,A
5205,3107307,Bocaiúva,31,MG,17,F,0.0,3,1,2,0,2,0,1,1,1,1,451.3,455.5,444.7,422.0,1,1.0,480.0,B,B,5,B,A,A,Z,F,B,A
5206,4106209,Contenda,41,PR,17,F,0.0,1,1,2,0,2,0,1,1,1,1,548.3,575.7,612.8,441.7,1,1.0,640.0,E,D,4,C,A,A,Z,F,B,A
5207,1302603,Manaus,13,AM,25,M,0.0,3,2,1,4,1,0,1,1,1,1,428.3,559.3,600.0,445.7,1,1.0,720.0,B,E,5,B,A,B,F,E,A,A
5208,2927408,Salvador,29,BA,32,M,-1.0,3,1,1,7,1,0,1,1,1,1,551.2,535.7,406.0,422.2,1,1.0,600.0,E,E,5,D,B,B,F,D,A,A
5209,5208707,Goiânia,52,GO,18,F,0.0,1,4,1,1,1,0,1,1,1,1,443.2,562.0,584.3,597.6,1,1.0,560.0,C,F,4,C,B,C,E,C,A,A
5210,4106902,Curitiba,41,PR,20,F,0.0,2,1,2,0,2,0,1,1,1,1,392.4,572.1,457.5,368.4,0,1.0,400.0,E,C,3,B,B,A,Z,F,B,A
5211,3124104,Esmeraldas,31,MG,41,F,1.0,3,1,4,0,1,0,1,1,1,1,401.1,502.5,412.1,400.6,1,1.0,380.0,B,B,4,C,A,B,F,D,D,A
5212,1302603,Manaus,13,AM,21,F,0.0,2,1,1,2,1,0,1,1,1,1,499.4,552.0,534.8,441.6,0,1.0,600.0,B,C,6,C,A,A,Z,F,A,A
5213,3171303,Viçosa,31,MG,18,F,0.0,1,1,2,0,2,0,1,1,1,1,611.1,653.7,633.2,709.8,1,1.0,800.0,C,C,4,B,B,A,Z,F,B,A
5214,2308005,Massapê,23,CE,18,M,0.0,3,1,1,1,1,0,1,1,1,1,606.1,589.1,553.7,805.1,1,1.0,740.0,B,B,4,A,A,A,Z,F,A,A
5215,4106902,Curitiba,41,PR,17,F,0.0,1,1,2,0,2,0,1,1,1,1,447.7,503.9,518.6,349.1,0,1.0,440.0,C,D,4,I,B,A,Z,F,B,A
5216,3137403,Lagoa Dourada,31,MG,25,M,0.0,1,1,4,0,1,0,1,1,1,1,500.0,502.5,527.2,484.4,1,1.0,380.0,H,H,5,B,A,C,F,C,D,A
5217,2800308,Aracaju,28,SE,18,F,0.0,3,1,2,0,3,0,1,1,1,1,605.6,512.1,442.5,384.9,1,1.0,520.0,F,B,4,F,B,A,Z,F,B,D
5218,3105608,Barbacena,31,MG,34,F,0.0,1,1,4,0,1,0,1,1,1,1,385.5,521.7,419.3,354.5,0,1.0,560.0,C,A,2,B,A,C,C,C,D,D
5219,2301851,Banabuiú,23,CE,19,F,0.0,3,1,2,0,2,0,1,1,1,1,395.4,495.8,461.1,452.6,1,1.0,400.0,D,D,3,B,A,A,Z,F,B,A
5220,2207702,Parnaíba,22,PI,20,M,0.0,3,1,1,3,1,0,1,1,1,1,574.8,556.5,583.7,435.4,1,1.0,720.0,E,F,3,C,B,A,Z,F,A,D
5221,4202537,Bom Jesus,42,SC,34,M,0.0,3,1,1,10,1,0,1,1,1,1,435.4,486.7,433.8,509.7,1,1.0,440.0,B,D,1,D,B,C,B,E,A,A
5222,2931350,Teixeira de Freitas,29,BA,17,F,0.0,3,1,2,0,2,0,1,1,1,1,457.5,596.6,530.5,626.7,1,1.0,720.0,E,E,4,E,B,A,Z,F,B,A
5223,3304904,São Gonçalo,33,RJ,21,F,0.0,2,1,1,2,1,0,1,1,1,1,393.4,518.4,529.0,368.5,1,1.0,520.0,E,E,2,C,B,B,H,A,A,A
5224,2112209,Timon,21,MA,28,F,1.0,3,1,1,9,1,0,1,1,1,1,408.6,443.9,491.0,520.8,1,1.0,560.0,H,H,4,B,A,B,G,D,A,A
5225,2306405,Itapipoca,23,CE,19,M,0.0,3,1,2,0,2,0,1,1,1,1,389.6,484.7,392.5,439.2,1,1.0,200.0,C,C,5,B,A,A,Z,F,B,A
5226,2405009,Jaçanã,24,RN,16,F,0.0,3,1,2,0,2,0,1,1,1,1,365.0,555.4,474.7,406.9,1,1.0,480.0,G,E,5,C,B,A,Z,F,B,B
5227,2905701,Camaçari,29,BA,19,M,0.0,2,1,1,2,1,0,1,1,1,1,516.4,531.2,471.3,551.5,0,1.0,560.0,C,G,4,E,B,B,F,E,A,A
5228,2100436,Alto Alegre do Maranhão,21,MA,20,F,-1.0,1,1,1,3,1,0,1,1,1,1,409.0,443.1,408.1,448.1,1,1.0,520.0,A,A,5,A,A,A,Z,F,A,A
5229,2610905,Pesqueira,26,PE,52,F,1.0,3,1,1,10,1,0,1,1,1,1,396.9,524.3,423.7,405.6,1,1.0,280.0,B,C,4,B,B,C,M,D,A,A
5230,5002803,Caracol,50,MS,16,M,0.0,1,1,3,0,1,1,1,1,1,1,416.6,523.0,394.1,444.2,0,1.0,560.0,D,C,6,C,A,B,C,C,C,A
5231,3552502,Suzano,35,SP,16,F,0.0,3,1,3,0,1,1,1,1,1,1,433.7,521.9,548.7,423.4,1,1.0,600.0,E,E,4,D,A,A,Z,F,C,A
5232,3141009,Mato Verde,31,MG,26,M,0.0,3,1,1,8,1,0,1,1,1,1,389.2,564.1,503.4,405.0,0,1.0,560.0,C,B,4,B,A,B,F,A,A,A
5233,2702900,Girau do Ponciano,27,AL,17,F,0.0,4,1,2,0,2,0,1,1,1,1,390.7,502.8,429.5,366.3,1,1.0,380.0,B,B,6,B,A,A,Z,F,B,A
5234,2102309,Buriti Bravo,21,MA,20,F,0.0,3,1,1,1,1,0,1,1,1,1,545.8,387.0,440.2,413.5,0,1.0,360.0,C,A,2,B,A,A,Z,F,A,A
5235,2105302,Imperatriz,21,MA,18,F,0.0,2,1,1,2,1,0,1,1,1,1,460.8,495.7,450.3,388.4,0,1.0,560.0,B,D,5,D,A,A,Z,F,A,A
5236,2507507,João Pessoa,25,PB,36,M,0.0,1,1,1,10,1,0,1,1,1,1,482.1,595.1,519.2,522.3,0,1.0,500.0,B,E,3,E,B,C,F,E,A,B
5237,5107909,Sinop,51,MT,23,F,1.0,1,1,1,5,1,0,1,1,1,1,524.7,498.4,515.0,567.3,1,1.0,520.0,C,B,5,E,B,B,B,D,A,A
5238,3530706,Mogi Guaçu,35,SP,20,F,0.0,1,1,1,3,1,0,1,1,1,1,553.4,615.7,590.1,640.3,0,1.0,760.0,D,E,4,H,B,A,Z,F,A,D
5239,5103403,Cuiabá,51,MT,16,M,0.0,1,1,3,0,1,1,1,1,1,1,545.8,563.2,563.2,495.5,0,1.0,700.0,H,H,4,L,B,A,Z,F,C,D
5240,2302305,Bela Cruz,23,CE,16,F,0.0,3,1,3,0,1,1,1,1,1,1,446.4,447.6,495.1,379.3,1,1.0,600.0,H,H,5,B,A,A,Z,F,C,A
5241,2312304,São Benedito,23,CE,16,F,0.0,2,1,3,0,1,1,1,1,1,1,403.7,428.7,442.1,456.8,1,1.0,260.0,B,B,5,B,A,A,Z,F,C,A
5242,2919553,Luís Eduardo Magalhães,29,BA,20,M,0.0,3,1,1,3,1,0,1,1,1,1,435.4,538.3,513.3,465.2,1,1.0,440.0,C,E,5,C,A,C,F,D,A,A
5243,3169901,Ubá,31,MG,21,F,0.0,3,1,1,4,1,0,1,1,1,1,423.3,590.1,577.1,443.1,0,1.0,560.0,E,D,3,D,B,C,D,D,A,A
5244,2111300,São Luís,21,MA,30,F,1.0,3,1,1,8,1,0,1,1,1,1,432.3,537.0,419.7,343.4,1,1.0,460.0,A,A,7,C,A,B,F,B,A,A
5245,3141108,Matozinhos,31,MG,17,M,0.0,3,1,3,0,1,1,1,1,1,1,541.4,539.3,526.9,463.7,0,1.0,480.0,D,C,2,B,B,B,C,C,C,A
5246,2302008,Barro,23,CE,19,M,0.0,3,1,2,0,2,0,1,1,1,1,438.1,473.9,412.3,377.8,1,1.0,540.0,D,E,3,B,A,A,Z,F,B,A
5247,2302602,Camocim,23,CE,17,F,0.0,3,1,3,0,1,1,1,1,1,1,437.0,586.4,607.6,450.7,1,1.0,940.0,B,A,3,B,A,A,Z,F,C,A
5248,4116703,Nova Aurora,41,PR,22,M,0.0,1,1,3,0,1,0,1,1,1,1,387.3,468.4,411.7,402.0,1,1.0,260.0,B,B,6,E,B,C,B,E,C,A
5249,2300101,Abaiara,23,CE,18,M,0.0,3,1,2,0,2,0,1,1,1,1,414.8,403.4,439.4,381.9,1,1.0,480.0,C,C,5,B,A,A,Z,F,B,A
5250,1600600,Santana,16,AP,17,M,0.0,3,1,2,0,2,0,1,1,1,1,575.7,614.9,581.6,548.6,1,1.0,580.0,B,B,9,B,A,A,Z,F,B,A
5251,2933174,Varzedo,29,BA,17,F,0.0,3,1,2,0,2,0,1,1,1,1,492.5,539.1,500.6,396.1,1,1.0,560.0,C,D,4,B,A,A,Z,F,B,A
5252,3105608,Barbacena,31,MG,17,F,0.0,3,1,2,0,2,0,1,1,1,1,579.7,586.7,571.3,576.8,0,1.0,720.0,E,E,4,C,B,A,Z,F,B,A
5253,1713304,Miranorte,17,TO,16,F,0.0,3,1,3,0,1,1,1,1,1,1,496.8,580.9,529.9,504.1,0,1.0,480.0,C,D,6,F,A,B,C,A,C,B
5254,4126678,Tamarana,41,PR,50,F,1.0,1,1,2,0,2,0,1,1,1,1,463.4,595.1,556.2,367.9,1,1.0,460.0,B,B,4,B,A,C,H,D,B,A
5255,2111300,São Luís,21,MA,23,F,0.0,1,1,1,5,1,0,1,1,1,1,529.1,431.3,438.4,445.5,1,1.0,400.0,B,E,2,A,A,B,E,A,A,A
5256,4113700,Londrina,41,PR,22,F,0.0,3,1,1,5,1,0,1,1,1,1,619.5,653.1,643.5,568.7,0,1.0,700.0,E,E,4,F,B,C,I,E,A,D
5257,1600303,Macapá,16,AP,17,F,0.0,1,1,2,0,2,0,1,1,1,1,444.3,519.7,483.2,393.9,1,1.0,640.0,E,E,6,D,B,C,B,B,B,A
5258,2101004,Arari,21,MA,19,F,0.0,3,1,3,0,1,0,1,1,1,1,410.9,481.1,454.0,348.2,1,1.0,360.0,C,F,6,B,A,A,Z,F,C,A
5259,3538501,Piquete,35,SP,17,F,0.0,2,1,2,0,2,0,1,1,1,1,462.1,485.7,455.9,394.6,1,1.0,580.0,F,E,5,C,B,A,Z,F,B,A
5260,3552205,Sorocaba,35,SP,18,M,0.0,1,1,2,0,2,0,1,1,1,1,399.0,579.9,509.6,504.4,0,1.0,520.0,E,E,6,E,B,B,C,C,B,A
5261,3550308,São Paulo,35,SP,17,M,0.0,3,1,2,0,3,0,1,1,1,1,441.5,560.2,560.9,595.0,0,1.0,640.0,E,E,3,F,B,A,Z,F,B,D
5262,3529005,Marília,35,SP,23,F,0.0,1,1,1,6,1,0,1,1,1,1,553.5,560.7,582.5,519.6,1,1.0,560.0,E,E,4,F,B,C,C,D,A,A
5263,4125506,São José dos Pinhais,41,PR,24,F,1.0,1,2,4,0,1,0,1,1,1,1,393.9,516.5,561.3,498.6,1,1.0,520.0,B,B,3,C,A,C,D,E,D,A
5264,5203203,Barro Alto,52,GO,17,F,0.0,1,1,2,0,2,0,1,1,1,1,412.3,552.6,526.9,407.8,1,1.0,760.0,D,D,5,E,B,C,B,B,B,A
5265,1508159,Uruará,15,PA,18,F,0.0,3,1,3,0,1,0,1,1,1,1,448.0,426.7,361.6,350.0,1,6.0,0.0,A,C,6,D,A,A,Z,F,C,A
5266,2303501,Cascavel,23,CE,18,M,0.0,3,1,2,0,2,0,1,1,1,1,393.8,359.7,411.2,458.7,1,1.0,320.0,C,D,4,B,A,A,Z,F,B,A
5267,1721000,Palmas,17,TO,18,M,0.0,3,1,1,2,1,0,1,1,1,1,629.4,601.4,565.6,712.4,1,1.0,600.0,G,G,5,L,A,A,Z,F,A,B
5268,1501402,Belém,15,PA,19,M,0.0,1,1,1,1,1,0,1,1,1,1,594.4,653.1,582.8,493.3,1,1.0,820.0,F,E,2,J,A,A,Z,F,A,D
5269,3550308,São Paulo,35,SP,20,F,0.0,2,1,3,0,1,0,1,1,1,1,518.6,533.9,475.5,417.1,1,1.0,560.0,B,C,10,C,A,C,B,A,C,A
5270,2927408,Salvador,29,BA,17,F,0.0,3,1,2,0,3,0,1,1,1,1,436.7,504.1,517.4,410.7,0,1.0,520.0,D,D,4,E,A,A,Z,F,B,E
5271,2504009,Campina Grande,25,PB,32,F,0.0,1,1,1,10,1,0,1,1,1,1,457.7,510.7,503.6,547.1,1,1.0,560.0,D,G,2,C,B,C,D,E,A,A
5272,2304400,Fortaleza,23,CE,32,F,1.0,3,1,2,0,2,0,1,1,1,1,402.2,473.7,513.1,515.5,0,1.0,520.0,C,C,5,G,A,B,F,D,B,A
5273,2507507,João Pessoa,25,PB,18,F,0.0,2,1,2,0,2,0,1,1,1,1,457.6,639.6,542.1,502.9,1,1.0,540.0,H,D,4,B,A,A,Z,F,B,A
5274,3169901,Ubá,31,MG,18,M,0.0,1,1,2,0,2,0,1,1,1,1,499.7,621.8,594.9,459.7,1,1.0,700.0,F,D,3,C,A,A,Z,F,B,A
5275,2702553,Estrela de Alagoas,27,AL,18,F,0.0,3,1,1,1,1,0,1,1,1,1,408.3,410.1,399.3,444.6,1,1.0,400.0,A,B,8,B,A,A,Z,F,A,A
5276,4215208,Romelândia,42,SC,17,F,0.0,1,1,2,0,2,0,1,1,1,1,511.5,574.4,455.7,512.6,1,1.0,640.0,D,E,6,G,B,A,Z,F,B,A
5277,3529005,Marília,35,SP,17,F,0.0,1,1,2,0,3,0,1,1,1,1,608.4,652.1,635.0,703.6,0,1.0,920.0,F,F,2,J,B,A,Z,F,B,D
5278,2704302,Maceió,27,AL,18,M,0.0,1,1,1,1,1,0,1,1,1,1,594.5,583.3,591.0,561.3,0,1.0,420.0,F,F,3,O,B,A,Z,F,A,D
5279,3556008,Urupês,35,SP,16,F,0.0,1,1,3,0,1,1,1,1,1,1,540.9,504.7,445.1,661.7,0,1.0,620.0,E,G,4,G,A,A,Z,F,C,C
5280,3550308,São Paulo,35,SP,18,F,0.0,0,1,1,1,1,0,1,1,1,1,392.2,544.9,392.5,411.8,1,1.0,520.0,B,H,3,B,B,B,D,C,A,A
5281,4314407,Pelotas,43,RS,18,F,0.0,1,1,2,0,2,0,1,1,1,1,399.5,437.0,447.3,386.7,0,1.0,440.0,B,A,4,C,A,A,Z,F,B,A
5282,2307650,Maracanaú,23,CE,18,F,0.0,3,1,2,0,2,0,1,1,1,1,548.3,518.6,426.6,418.6,1,1.0,520.0,B,B,3,B,A,A,Z,F,B,C
5283,5002704,Campo Grande,50,MS,17,M,0.0,1,1,2,0,3,0,1,1,1,1,564.4,610.6,531.8,687.0,1,1.0,580.0,E,E,3,H,B,A,Z,F,B,D
5284,2304400,Fortaleza,23,CE,20,M,0.0,3,2,1,2,1,0,1,1,1,1,435.4,519.9,502.5,378.1,0,1.0,480.0,B,B,5,B,B,B,C,B,A,A
5285,3121605,Diamantina,31,MG,25,F,0.0,3,1,1,7,1,0,1,1,1,1,457.1,540.9,421.1,478.7,1,1.0,540.0,A,B,7,C,B,B,F,D,A,A
5286,2312908,Sobral,23,CE,17,M,0.0,2,1,2,0,2,0,1,1,1,1,501.1,592.2,575.9,686.2,1,1.0,640.0,E,E,5,C,A,A,Z,F,B,A
5287,2307304,Juazeiro do Norte,23,CE,17,F,0.0,3,1,3,0,1,1,1,1,1,1,433.0,335.7,441.1,393.3,1,1.0,280.0,E,A,7,E,B,A,Z,F,C,A
5288,4314407,Pelotas,43,RS,18,M,0.0,1,1,3,0,1,0,1,1,1,1,417.2,431.2,495.6,410.7,1,1.0,600.0,D,E,2,D,B,A,Z,F,C,A
5289,2110708,São Domingos do Maranhão,21,MA,34,F,0.0,3,1,1,10,1,0,1,1,1,1,406.8,465.1,431.5,568.6,1,1.0,500.0,B,C,2,B,A,A,Z,F,A,A
5290,3516101,Florínia,35,SP,20,M,0.0,1,1,1,3,1,0,1,1,1,1,435.5,416.1,450.6,403.4,1,1.0,620.0,E,E,4,C,B,A,Z,F,A,A
5291,4216701,São José do Cedro,42,SC,25,F,-1.0,1,1,1,8,1,0,1,1,1,1,487.3,517.9,565.0,367.2,1,1.0,540.0,B,B,5,C,B,C,E,E,A,A
5292,2307908,Martinópole,23,CE,17,F,0.0,3,1,3,0,1,1,1,1,1,1,389.1,488.1,432.6,335.8,0,1.0,460.0,H,C,4,B,A,A,Z,F,C,A
5293,4211751,Otacílio Costa,42,SC,17,M,0.0,1,1,3,0,1,1,1,1,1,1,444.8,594.4,562.3,515.8,0,1.0,600.0,E,C,5,G,B,B,C,B,C,A
5294,5001904,Bataguassu,50,MS,17,M,0.0,1,1,2,0,3,0,1,1,1,1,514.6,568.3,555.5,447.0,0,1.0,500.0,F,F,4,I,B,A,Z,F,B,D
5295,4205407,Florianópolis,42,SC,23,M,0.0,1,1,2,0,2,0,1,1,1,1,523.0,540.5,465.6,390.1,0,6.0,0.0,G,G,4,G,B,B,H,A,B,A
5296,3547809,Santo André,35,SP,17,F,0.0,1,1,2,0,3,0,1,1,1,1,507.7,583.2,581.5,584.1,0,1.0,680.0,E,G,4,N,B,A,Z,F,B,B
5297,2302008,Barro,23,CE,19,F,0.0,3,1,1,2,1,0,1,1,1,1,502.8,542.6,528.2,478.8,0,1.0,520.0,H,B,4,B,A,B,F,E,A,A
5298,2407104,Macaíba,24,RN,20,M,0.0,3,1,1,3,1,0,1,1,1,1,524.4,612.0,572.3,602.3,1,1.0,800.0,D,C,3,B,B,C,E,B,A,A
5299,2600054,Abreu e Lima,26,PE,19,M,0.0,0,1,1,1,1,0,1,1,1,1,439.3,598.0,548.4,454.8,0,1.0,540.0,E,E,4,C,B,B,D,B,A,A
5300,1501402,Belém,15,PA,18,F,0.0,2,1,3,0,1,0,1,1,1,1,414.4,332.5,527.4,430.2,0,1.0,280.0,H,D,4,C,A,A,Z,F,C,A
5301,2610707,Paulista,26,PE,16,M,0.0,1,1,3,0,1,1,1,1,1,1,368.6,471.8,453.6,465.1,0,1.0,320.0,E,D,4,B,A,A,Z,F,C,A
5302,2930600,Serrolândia,29,BA,15,F,0.0,3,1,3,0,1,1,1,1,1,1,413.6,501.4,488.9,407.7,1,1.0,360.0,B,E,4,A,A,A,Z,F,C,A
5303,2313104,Tabuleiro do Norte,23,CE,17,M,0.0,3,1,2,0,2,0,1,1,1,1,509.6,458.1,361.5,517.0,1,4.0,0.0,C,C,3,C,A,A,Z,F,B,A
5304,1302504,Manacapuru,13,AM,26,M,1.0,3,1,1,1,1,0,1,1,1,1,504.1,552.1,541.1,638.3,1,1.0,500.0,B,D,3,B,A,B,B,E,A,B
5305,4113809,Lupionópolis,41,PR,19,F,0.0,1,1,1,1,1,0,1,1,1,1,373.3,466.6,468.0,433.6,1,1.0,520.0,D,B,3,B,B,A,Z,F,A,A
5306,3550308,São Paulo,35,SP,18,M,0.0,3,1,2,0,3,0,1,1,1,1,478.4,613.1,623.8,460.0,0,1.0,640.0,E,E,4,F,B,C,E,C,B,D
5307,3504107,Atibaia,35,SP,19,M,0.0,3,1,1,2,1,0,1,1,1,1,558.7,485.6,441.1,492.8,1,1.0,600.0,D,D,5,C,A,B,D,B,A,A
5308,2704302,Maceió,27,AL,19,M,0.0,3,1,1,1,1,0,1,1,1,1,487.0,527.7,524.8,420.1,1,1.0,580.0,E,E,4,D,B,A,Z,F,A,A
5309,5300108,Brasília,53,DF,24,M,0.0,3,1,1,3,1,0,1,1,1,1,658.5,553.2,449.4,896.3,0,6.0,0.0,H,E,4,C,A,A,Z,F,A,A
5310,3525904,Jundiaí,35,SP,17,M,0.0,1,1,2,0,2,0,1,1,1,1,602.8,544.1,553.6,537.6,0,1.0,620.0,D,D,5,L,B,C,C,D,C,A
5311,1502103,Cametá,15,PA,17,F,0.0,1,1,3,0,1,1,1,1,1,1,399.9,508.6,557.2,374.5,1,1.0,580.0,E,E,5,B,B,A,Z,F,C,A
5312,1200401,Rio Branco,12,AC,22,F,0.0,1,1,1,1,1,0,1,1,1,1,400.5,358.4,452.4,366.5,1,1.0,180.0,C,E,3,C,A,A,Z,F,A,A
5313,3148004,Patos de Minas,31,MG,17,F,0.0,1,1,2,0,2,0,1,1,1,1,548.6,652.9,611.2,530.4,0,1.0,880.0,F,F,3,H,B,A,Z,F,B,A
5314,3301900,Itaboraí,33,RJ,21,F,0.0,3,1,1,2,1,0,1,1,1,1,397.4,475.4,464.0,473.1,1,1.0,460.0,B,C,5,B,A,A,Z,F,A,A
5315,3139409,Manhuaçu,31,MG,45,M,0.0,1,1,2,0,2,0,1,1,1,1,486.7,504.0,538.6,489.1,1,1.0,400.0,A,A,2,B,B,B,A,E,B,A
5316,3106200,Belo Horizonte,31,MG,19,F,0.0,1,1,1,1,1,0,1,1,1,1,544.6,614.1,577.7,443.3,1,1.0,560.0,E,E,3,D,B,A,Z,F,A,A
